,created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
1656,Fri Jun 18 20:12:50 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",-0.2364583333333333,0.3375,en,933.0,522.0,Homerun70866336,20,749,,"[{'text': 'COVID19', 'indices': [80, 88]}]",,
1657,Fri Jun 18 20:13:11 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","“Will Schools and Day Cares Require Masks or COVID-19 Vaccines in Fall 2021?” - via @USATODAY -https://t.co/OZM6ylYnei
--
#COVID19 #covidvaccine  #vaxnews  #vaccines #vaccineswork #covid19vaccines  #COVID19vaccine #vaccination",0.0,0.0,en,1.0,2.0,Kasia_HP,8175,5490,False,"[{'text': 'COVID19', 'indices': [122, 130]}, {'text': 'covidvaccine', 'indices': [131, 144]}, {'text': 'vaxnews', 'indices': [146, 154]}, {'text': 'vaccines', 'indices': [156, 165]}, {'text': 'vaccineswork', 'indices': [166, 179]}, {'text': 'covid19vaccines', 'indices': [180, 196]}, {'text': 'COVID19vaccine', 'indices': [198, 213]}, {'text': 'vaccination', 'indices': [214, 226]}]",,"Las Vegas, NV"
1658,Fri Jun 18 20:13:11 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM",0.16666666666666666,0.18888888888888888,en,576.0,640.0,kelly_ashie,35,124,,[],,Western Australia
1659,Fri Jun 18 20:13:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","This is our first peek into what we have learned about #COVID19 vaccines and pregnancy. The results are reassuring &amp; add to growing evidence confirming that pregnant people develop a robust immune response to vaccination without, so far, seeing adverse effects to mom or baby.",0.2277777777777777,0.6111111111111109,en,382.0,149.0,OtzSilvia,3,16,,"[{'text': 'COVID19', 'indices': [55, 63]}]",,
1660,Fri Jun 18 20:13:39 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","This is happening now. We knew this was coming and have had months to scale up production. 

It's very difficult not to see lack of urgency in producing vaccines as profit over lives that could be saved. It's callous, cruel even, and will have profound inter-generational impact.",-0.5222222222222223,1.0,en,10.0,5.0,SabinaBasha,4826,437,,[],,"Bengaluru, Mumbai"
1661,Fri Jun 18 20:13:41 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,ThinkHumanity,586,539,False,,,Colorado
1662,Fri Jun 18 20:13:42 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","In this interview, I discuss the possible lab origin of SARS-CoV-2, the insanity of lockdowns, and how COVID-19 vaccines are being forced on people.
#SARSCoV2 #COVID19 #Lockdown #Vaccines
https://t.co/EUHZd1qzl0",-0.15000000000000002,0.6,en,4.0,2.0,cmccaff542,2469,3019,,"[{'text': 'SARSCoV2', 'indices': [149, 158]}, {'text': 'COVID19', 'indices': [159, 167]}, {'text': 'Lockdown', 'indices': [168, 177]}, {'text': 'Vaccines', 'indices': [178, 187]}]",,Michigan
1663,Fri Jun 18 20:13:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",0.1590909090909091,0.6136363636363636,en,37.0,30.0,Qoboqobo3,5509,5776,,"[{'text': 'coronavirus', 'indices': [37, 49]}]",,"Rhabhula,kuQoboqobo"
1664,Fri Jun 18 20:13:57 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM",0.16666666666666666,0.18888888888888888,en,578.0,641.0,dalinenean,221,647,,[],,"Fresno, CA"
1665,Fri Jun 18 20:14:14 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,4.0,1.0,NigelSchofield6,5380,5681,,,,"South East, England"
1666,Fri Jun 18 20:14:16 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM",0.16666666666666666,0.18888888888888888,en,578.0,642.0,gorinanu,1876,756,,[],,India
1667,Fri Jun 18 20:14:21 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Indeed, it isn’t instant! It takes 2 weeks to become fully vaccinated after receiving your final dose of a #COVID19 vaccine. Mark your calendars 📅 &amp; wear a mask until you’re fully protected.",0.0,0.8333333333333333,en,202.0,83.0,Skatiq3,77,430,,"[{'text': 'COVID19', 'indices': [107, 115]}]",,"Rustenburg, South Africa"
1668,Fri Jun 18 20:14:21 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,en,,,PuneUpdater,88,0,,,[],
1669,Fri Jun 18 20:14:22 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The timely delivery of #COVID19 vaccines is crucial. 

I welcome today’s decision by the Belgian Court of First Instance ordering #AstraZeneca to urgently deliver 50 million doses to 🇪🇺, as follows: 15 million doses by 26 July, 20 million by 23 August, 15 million by 27 September.",0.35000000000000003,0.7444444444444445,en,238.0,98.0,caro_resist,609,1268,,"[{'text': 'COVID19', 'indices': [23, 31]}, {'text': 'AstraZeneca', 'indices': [130, 142]}]",,
1670,Fri Jun 18 20:14:22 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""Africa is in the midst of a full-blown third wave,"" @MoetiTshidi said. ""The sobering trajectory of surging cases should draw everyone to urgent action. 

“We've seen, in India and elsewhere, how quickly Covid-19 can rebound and overwhelm health systems""
https://t.co/CemRZeIDYr",0.14444444444444446,0.2,en,279.0,253.0,gorinanu,1876,756,,[],,India
1671,Fri Jun 18 20:14:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#COVID19SK Update for June 18: 961,997 Vaccines Administered, 98 New Cases, 95 Recoveries, 81 in Hospital, One New Death
 
Current 7-Day Average: 78 (6.4 per 100,000)
 
Full details: https://t.co/1TCwQc5FHE

COVID-19 Dashboard: https://t.co/kvBuGtI65o https://t.co/ipTw6A82eZ",0.09454545454545453,0.4518181818181818,en,7.0,5.0,Shannon40149053,342,1904,,"[{'text': 'COVID19SK', 'indices': [0, 10]}]",,
1672,Fri Jun 18 20:14:29 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,1.0,1.0,RahbeeMolefe,2331,2015,,,,Krugersdorp/Sandton
1673,Fri Jun 18 20:14:33 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,1.0,1.0,LeahGruber3,13,76,,,,"Lawrence, Kansas"
1674,Fri Jun 18 20:14:42 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,,,mustason10,286,1565,,,,"TAMALE,GHANA"
1675,Fri Jun 18 20:14:50 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID.  I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines. https://t.co/WcVq32s9WD",3.7007434154171876e-17,0.6333333333333334,en,568.0,374.0,amal_hmad1399,158,1632,,[],,
1676,Fri Jun 18 20:15:02 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,,,Artwriter05,201,1535,,,,
1677,Fri Jun 18 20:15:06 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,0.0,0.0,en,,,DailySabah,482619,3,False,,[],Istanbul
1678,Fri Jun 18 20:15:07 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",,0.0,0.0,en,,,MRSserves,2072,1216,False,,"[{'screen_name': 'USCCBJFI', 'name': 'JusticeForImmigrants', 'id': 500125457, 'id_str': '500125457', 'indices': [131, 140]}]","Washington, DC"
1679,Fri Jun 18 20:15:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Palestinian Authority calls off agreement with Israel for 1 million #COVID19 vaccines, which it would exchange for similar number later this year, as jabs were set to expire
https://t.co/KN3vke3R4A",0.0,0.2,en,0.0,1.0,UNSNUK,738,530,,"[{'text': 'COVID19', 'indices': [68, 76]}]",,"England, United Kingdom"
1680,Fri Jun 18 20:15:22 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",-0.2364583333333333,0.3375,en,934.0,523.0,MikeNoyesUK,1009,447,,"[{'text': 'COVID19', 'indices': [80, 88]}]",,
1681,Fri Jun 18 20:15:30 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21 and the coming one world government, a New World Order.",0.24318181818181814,0.5022727272727273,en,56.0,20.0,massforesti,154,338,,[],,
1682,Fri Jun 18 20:15:30 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,,,aneikaangus,1607,283,False,,[],
1683,Fri Jun 18 20:15:51 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Next Africa: As the world’s richest countries ease coronavirus restrictions and prepare for a return to pre-pandemic life, Africa is in the grip of a rapidly escalating third wave. Click on this story to subscribe to our weekly newsletter.
https://t.co/zLr5TXZT4S",0.0,0.0,en,12.0,9.0,KB2803,161,228,,[],,Republic of Mauritius
1684,Fri Jun 18 20:15:56 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","When you receive a #COVID19 vaccine, it’s important to know when you are fully vaccinated. It’s not instant. COVID-19 vaccines teach our immune systems how to recognize and fight the virus that causes COVID-19. 
Learn more: https://t.co/FJMon7WlFO. https://t.co/Cr5i9wcfRb",0.3,0.7222222222222222,en,328.0,207.0,Skatiq3,77,430,,"[{'text': 'COVID19', 'indices': [19, 27]}]",,"Rustenburg, South Africa"
1685,Fri Jun 18 20:15:56 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,blankexistence0,10,210,,,,Unknown
1686,Fri Jun 18 20:16:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",0.1590909090909091,0.6136363636363636,en,37.0,31.0,ramokgopajl,1267,3982,,"[{'text': 'coronavirus', 'indices': [37, 49]}]",,"Johannesburg, South Africa"
1687,Fri Jun 18 20:16:05 +0000 2021,"<a href=""http://www.nepalstream.com"" rel=""nofollow"">twinTweetbolt</a>","Another country out of vaccines, yet we could do so much better! Until rich nations level out the playing field by pushing pharma to maximize supply and then fairly share doses, #COVID19 will not be done with us. #Malawi #Nepal #TRIPSwaiver #JoinCTAP #PeoplesVaccine https://t.co/IzOPp3N572",0.5666666666666667,0.7166666666666667,en,1.0,1.0,thisweekinnepal,1605,1,,"[{'text': 'COVID19', 'indices': [178, 186]}, {'text': 'Malawi', 'indices': [213, 220]}, {'text': 'Nepal', 'indices': [221, 227]}, {'text': 'TRIPSwaiver', 'indices': [228, 240]}, {'text': 'JoinCTAP', 'indices': [241, 250]}, {'text': 'PeoplesVaccine', 'indices': [251, 266]}]",,Nepal
1688,Fri Jun 18 20:16:13 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,1.0,1.0,irerodsa,3225,3205,False,,,Costa Rica
1689,Fri Jun 18 20:16:47 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Africa, Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22",0.125,0.325,en,72.0,58.0,DwomoaAdu,52,78,,"[{'text': 'COVID19', 'indices': [107, 115]}, {'text': 'Africa', 'indices': [125, 132]}]",,
1690,Fri Jun 18 20:16:55 +0000 2021,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,0.0,0.0,en,,,RobertGehrke,17633,3441,,,[],"Salt Lake City, UT"
1691,Fri Jun 18 20:16:57 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21 and the coming one world government, a New World Order.",0.24318181818181814,0.5022727272727273,en,58.0,21.0,angelalambert14,1812,1218,,[],,Marlborough
1692,Fri Jun 18 20:16:59 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",0.09375,0.28125,en,148.0,90.0,EizdarMartty,2,49,,"[{'text': 'COVID19', 'indices': [14, 22]}]",,
1693,Fri Jun 18 20:17:01 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Please do your research first if you read or see something about vaccines or #covid19 that sounds unusual.

Spreading disinfo means people won’t get vaccinated out of fear.

That will lead to more deaths.

America’s Frontline Doctors: not to be trusted.

https://t.co/Jy0KGpRqrs https://t.co/1yq1ER5FcQ",0.31666666666666665,0.6111111111111109,en,19.0,16.0,StoneColdPillar,14955,16580,,"[{'text': 'covid19', 'indices': [77, 85]}]",,"California, USA"
1694,Fri Jun 18 20:17:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,en,,,PuneUpdater,88,0,,,[],
1696,Fri Jun 18 20:17:07 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",-0.2364583333333333,0.3375,en,935.0,524.0,MAbubannks,1344,2707,,"[{'text': 'COVID19', 'indices': [80, 88]}]",,"Kampala, Uganda"
1697,Fri Jun 18 20:17:09 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,47.0,11.0,NashLumu,1401,441,,,,Johannesburg/Pretoria
1698,Fri Jun 18 20:17:14 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">CanNewsBot</a>",,0.0,0.0,en,,,CanNews24,180,448,False,,,Canada
1699,Fri Jun 18 20:17:25 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Palestinian Authority calls off agreement with Israel for 1 million #COVID19 vaccines, which it would exchange for similar number later this year, as jabs were set to expire
https://t.co/KN3vke3R4A",0.0,0.2,en,2.0,2.0,DPTBPTina,279,1364,,"[{'text': 'COVID19', 'indices': [68, 76]}]",,"Rhode Island, USA"
1700,Fri Jun 18 20:17:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The timely delivery of #COVID19 vaccines is crucial. 

I welcome today’s decision by the Belgian Court of First Instance ordering #AstraZeneca to urgently deliver 50 million doses to 🇪🇺, as follows: 15 million doses by 26 July, 20 million by 23 August, 15 million by 27 September.",0.35000000000000003,0.7444444444444445,en,239.0,99.0,jalvmar,122,369,,"[{'text': 'COVID19', 'indices': [23, 31]}, {'text': 'AstraZeneca', 'indices': [130, 142]}]",,
1701,Fri Jun 18 20:17:32 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems. https://t.co/aIqRgcuk1X",0.1958333333333333,0.2875,en,133.0,118.0,CCOWinfo,863,1494,,"[{'text': 'COVID19', 'indices': [187, 195]}]",,England
1702,Fri Jun 18 20:17:33 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","It's telling how Mnangagwa and his varakashi have fallen for the sarcastic insult to the Australian Prime Minister on this video clip that, ""Zimbabwe is doing better"" in rolling out #Covid19 vaccination. How can Zimbabwe do better when it ran out of its paltry vaccines, long ago? https://t.co/ZfLxO5cKxT",0.21,0.4400000000000001,en,138.0,37.0,TinyikoHalimani,845,552,,"[{'text': 'Covid19', 'indices': [182, 190]}]",,
1703,Fri Jun 18 20:17:35 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.4555555555555556,en,389.0,188.0,grobleronline,37,202,,[],,
1704,Fri Jun 18 20:17:42 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",0.09375,0.28125,en,149.0,91.0,lfasano,258,597,,"[{'text': 'COVID19', 'indices': [14, 22]}]",,San Francisco
1705,Fri Jun 18 20:17:45 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,22.0,3.0,TinyikoHalimani,845,552,,,,
1706,Fri Jun 18 20:17:48 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Museveni says #Uganda's #COVID19 vaccine will be better than all the existing vaccines because it covers all the existing variants. The Ugandan vaccine has been administered to 70 patients and 58 have so far recovered. Vaccine will soon hit the 120-patient threshold #M7Address,0.3,0.75,en,46.0,16.0,majorBILLYB,2142,500,,"[{'text': 'Uganda', 'indices': [14, 21]}, {'text': 'COVID19', 'indices': [24, 32]}, {'text': 'M7Address', 'indices': [267, 277]}]",,Secret society
1707,Fri Jun 18 20:17:59 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Excited to be racing at @roadamerica this weekend. Come on another drive with me to #VaccinEquity &amp; #GoGiveOne to get vaccines to everyone, everywhere. Let's help vaccinate the world against #COVID19 https://t.co/Rg6ZOXLW97 @IndyCar @WHOFoundation @WHO https://t.co/HtrVKKviSQ",0.375,0.75,en,438.0,30.0,mvineburg,695,1481,,"[{'text': 'VaccinEquity', 'indices': [84, 97]}, {'text': 'GoGiveOne', 'indices': [104, 114]}, {'text': 'COVID19', 'indices': [195, 203]}]",,"Milwaukee, WI"
1708,Fri Jun 18 20:18:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Vax Nevada Days: The state is launching the new initiative as an incentive for Nevadans to get #COVID19 vaccines and reward those who've been #Vaccinated. $5 million in cash and college tuition available including a $1 million grand prize. Info at https://t.co/75zI7PrrYe.

#Vegas https://t.co/zQ2mZ4P1dh",0.34545454545454546,0.6181818181818182,en,97.0,35.0,JilanInVegas,1143,890,,"[{'text': 'COVID19', 'indices': [95, 103]}, {'text': 'Vaccinated', 'indices': [142, 153]}, {'text': 'Vegas', 'indices': [274, 280]}]",,"East side of Vegas, NV"
1709,Fri Jun 18 20:18:05 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",0.09375,0.28125,en,149.0,92.0,Andrew23577805,169,793,,"[{'text': 'COVID19', 'indices': [14, 22]}]",,"West of lost, north of nowhere"
1710,Fri Jun 18 20:18:28 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#ERNReCONNET meeting: #SLE and #COVID19 #vaccines 

""That's the reason why ERNs were developed...""

#patientsinvolvement #bestpractices for people living with #SystemicLupusErythematosus https://t.co/IJluIIioyn",0.1,0.3,en,14.0,7.0,HeleneLBorgne,987,5001,,"[{'text': 'ERNReCONNET', 'indices': [0, 12]}, {'text': 'SLE', 'indices': [22, 26]}, {'text': 'COVID19', 'indices': [31, 39]}, {'text': 'vaccines', 'indices': [40, 49]}, {'text': 'patientsinvolvement', 'indices': [100, 120]}, {'text': 'bestpractices', 'indices': [121, 135]}, {'text': 'SystemicLupusErythematosus', 'indices': [159, 186]}]",,"Brussels, Gent, Brest"
1711,Fri Jun 18 20:18:43 +0000 2021,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",,0.0,0.0,en,,,AfricaTimesofN1,264,18,False,,,
1712,Fri Jun 18 20:18:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,,,charuhaasparab,292,3669,False,,,
1713,Fri Jun 18 20:18:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",It is precisely because people HAVE done their research that these findings are coming to light. They’ve been censored - that doesn’t make them wrong. Too much evidence that cannot be ignored unless those pushing it wish to be held liable,0.08,0.62,en,11.0,4.0,MarkLil05744037,417,952,,[],,
1714,Fri Jun 18 20:18:54 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,0.0,1.0,ThisIsCANVax,720,614,False,,,Canada
1715,Fri Jun 18 20:19:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Palestinian Authority calls off agreement with Israel for 1 million #COVID19 vaccines, which it would exchange for similar number later this year, as jabs were set to expire
https://t.co/KN3vke3R4A",0.0,0.2,en,2.0,3.0,BillieO2,3907,4998,,"[{'text': 'COVID19', 'indices': [68, 76]}]",,New York
1716,Fri Jun 18 20:19:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Yet another amazingly qualified and courageous doctor, Roger Hodkinson, speaks out against the crazy government policy responses to COVID.  I have condensed his 45 minutes on The Hirewire to 6 Twitter size edits, starting with an overview of interventions and vaccines. https://t.co/2PAtFYkyUZ https://t.co/WcVq32s9WD",3.7007434154171876e-17,0.6333333333333334,en,571.0,375.0,sharondolphin7,152,958,,[],,"The World, in all it's glory."
1717,Fri Jun 18 20:19:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,178.0,115.0,GriffinMang,202,277,False,,,
1718,Fri Jun 18 20:19:22 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK",0.3333333333333333,0.7314814814814815,en,86.0,45.0,GLHnetwork,159,364,,"[{'text': 'COVID19', 'indices': [15, 23]}]",,Greenwood Mississippi
1719,Fri Jun 18 20:19:36 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Covid vaccines in healthy young people poses an ethical question as well as a benefit risk question. Is risk of myocarditis in your child worth it “for the greater good” to protect older people,at risks groups already vaccinated? I cannot accept that it’s a fair risk for children",0.3958333333333333,0.4916666666666667,en,56.0,18.0,StephenHarveyJ,79,89,,[],,
1720,Fri Jun 18 20:20:00 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",-0.2364583333333333,0.3375,en,935.0,525.0,yshakya,803,1875,,"[{'text': 'COVID19', 'indices': [80, 88]}]",,Toronto
1721,Fri Jun 18 20:20:04 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","This is happening now. We knew this was coming and have had months to scale up production. 

It's very difficult not to see lack of urgency in producing vaccines as profit over lives that could be saved. It's callous, cruel even, and will have profound inter-generational impact.",-0.5222222222222223,1.0,en,10.0,6.0,awasim04,77,121,,[],,"Kolkata, India"
1722,Fri Jun 18 20:20:06 +0000 2021,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",,0.0,0.0,en,,,DmcNewz,5,54,False,,,
1723,Fri Jun 18 20:20:06 +0000 2021,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",,0.0,0.0,en,,,Moses62806123,11,136,False,,,"Pretoria, South Africa"
1724,Fri Jun 18 20:20:10 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""The judge ordered delivery of 80.2m doses by 27 Sept 2021. To date, AZ has supplied more than 70m doses to the EU &amp; will substantially exceed 80.2m doses by end of June 2021. All other measures sought by the European Commission have been dismissed."" https://t.co/jO8ux64KCO",0.125,0.2916666666666667,en,5.0,3.0,Morris2906,935,423,,[],,London/Essex boundary England
