created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Fri Jun 18 18:11:25 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,5,3,,698,4999,,"[{'text': 'COVID19', 'indices': [15, 23]}]",,
Fri Jun 18 18:11:33 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,5,4,,28694,31561,,"[{'text': 'COVID19', 'indices': [15, 23]}]",,"Bergen, Western Norway"
Fri Jun 18 18:11:35 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,5,5,,620,104,,"[{'text': 'COVID19', 'indices': [15, 23]}]",,"Brown County, Wisconsin"
Fri Jun 18 18:11:36 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,230,106,,257,291,,[],,"Dorset, UK"
Fri Jun 18 18:11:39 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,81,37,,711,676,,[],,"Paris, France"
Fri Jun 18 18:11:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 617,30,
Dose2 Capacity: 0,84,
Dates Available: 19-06-2021
#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",-0.175,0.7,en,,,,88,0,,,,
Fri Jun 18 18:11:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1173,1,
Dose2 Capacity: 0,19,
Dates Available: 19-06-2021
#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",-0.175,0.7,en,,,,88,0,,,,
Fri Jun 18 18:11:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411030] 
Poona Hospital PMC P
Vaccines: COVISHIELD,
Min Age Limit: [18],
Dose1 Capacity: 1,
Dose2 Capacity: 0,
Dates Available: 19-06-2021
#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",-0.175,0.7,en,,,,88,0,,,,
Fri Jun 18 18:11:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[412115] 
Symbiosis University Hospital
Vaccines: COVISHIELD,
Min Age Limit: [18],
Dose1 Capacity: 1,3,
Dose2 Capacity: 0,
Dates Available: 19-06-2021,20-06-2021
#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",-0.175,0.7,en,,,,88,0,,,,
Fri Jun 18 18:11:42 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,7,6,,6518,328,,"[{'text': 'COVID19', 'indices': [82, 90]}, {'text': 'WithRefugees', 'indices': [185, 198]}, {'text': 'WorldRefugeeDay', 'indices': [199, 215]}]",,
Fri Jun 18 18:11:47 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,230,107,,500,380,,[],,European Union 🇪🇺
Fri Jun 18 18:11:51 +0000 2021,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,en,701,228,,299,312,,"[{'text': 'WeCanDoThis', 'indices': [27, 39]}, {'text': 'COVID19', 'indices': [104, 112]}]",,
Fri Jun 18 18:11:54 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,,,,9,30,,,,Trinidad and Tobago
Fri Jun 18 18:11:58 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,14,9,,622,1771,,,,"Umlazi, South Africa"
Fri Jun 18 18:12:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,1,1,,48403,10696,,"[{'text': 'vaccination', 'indices': [111, 123]}, {'text': 'employmentlaw', 'indices': [124, 138]}]",,"Vancouver, British Columbia"
Fri Jun 18 18:12:05 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,8,6,,26,24,,"[{'text': 'COVID19', 'indices': [15, 23]}]",,"West Palm Beach, FL"
Fri Jun 18 18:12:05 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,5,1,,1075188,601,,"[{'text': 'vaccines', 'indices': [174, 183]}, {'text': 'COVID19', 'indices': [227, 235]}]",,"1 Yonge St., Toronto, Canada"
Fri Jun 18 18:12:06 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,50,14,,3054,1585,,"[{'text': 'Covid19', 'indices': [61, 69]}]",,Edinburgh
Fri Jun 18 18:12:10 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,231,108,,429,794,,[],,
Fri Jun 18 18:12:14 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,14,10,,160,744,,,,Lp
Fri Jun 18 18:12:14 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,232,109,,32,56,,[],,Scotland
Fri Jun 18 18:12:21 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,14,11,,795,179,,,,
Fri Jun 18 18:12:50 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,en,233,110,,6,99,,[],,Beside the seaside
Fri Jun 18 18:12:54 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,,,,81,119,,,,"Nairobi, Kenya (East Africa)"
Fri Jun 18 18:13:02 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,13,7,,1170,703,,"[{'text': 'COVID19', 'indices': [15, 23]}]",,"San Antonio, TX"
Fri Jun 18 18:13:06 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,408,125,,220,2544,,"[{'text': 'COVID19', 'indices': [219, 227]}]",,Michigan
Fri Jun 18 18:13:06 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Minister of Home Affairs Princess Lindiwe says Government is committed to providing health services, medicines, vaccines &amp; education to refugees. As a result, refugees will receive the #COVID19 jab once sufficient vaccines arrive in the country. #WorldRefugeeDay https://t.co/i9vAyDf4ab",0.0,0.0,en,,,,20908,102,,,,Eswatini 
Fri Jun 18 18:13:07 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,14,8,,2627,3267,,"[{'text': 'COVID19', 'indices': [15, 23]}]",,
Fri Jun 18 18:13:16 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,14,12,,345,631,,,,
Fri Jun 18 18:13:20 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,en,,,,366,693,,,,
Fri Jun 18 18:13:32 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21 and the coming one world government, a New World Order.",0.24318181818181817,0.5022727272727273,en,,,,4824,3560,,,,"Queensland,  Australia."
Fri Jun 18 18:13:35 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,6,2,,765,536,,"[{'text': 'AstraZeneca', 'indices': [19, 31]}, {'text': 'COVID19', 'indices': [114, 122]}]",,far and wee
Fri Jun 18 18:13:50 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,15,13,,870,2345,,,,RSA 🇿🇦
Fri Jun 18 18:13:56 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,20,9,,32,1284,,"[{'text': 'COVID19', 'indices': [15, 23]}]",,"Lusiana, Veneto"
Fri Jun 18 18:13:58 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,122,33,,132,338,,"[{'text': 'LetsFixSouthAfrica', 'indices': [181, 200]}]",,"Johannesburg, South Africa"
Fri Jun 18 18:14:04 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,5,4,,35,28,,"[{'text': 'takeUsBackToChina', 'indices': [229, 247]}]",,
Fri Jun 18 18:14:12 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,50,28,,27245,10310,,"[{'text': 'COVID19', 'indices': [22, 30]}]",,Geneva
Fri Jun 18 18:14:15 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,56,33,,27245,10310,,"[{'text': 'COVID19', 'indices': [201, 209]}, {'text': 'VaccinEquity', 'indices': [210, 223]}]",,Geneva
Fri Jun 18 18:14:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,7,2,,78,450,,"[{'text': 'vaccines', 'indices': [174, 183]}, {'text': 'COVID19', 'indices': [227, 235]}]",,"Brampton, Ontario"
Fri Jun 18 18:14:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,9,7,,180,1022,,"[{'text': 'Thisisisrael', 'indices': [278, 291]}]",,
Fri Jun 18 18:14:21 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,24,10,,149,456,,"[{'text': 'COVID19', 'indices': [15, 23]}]",,"Minnesota, USA"
Fri Jun 18 18:14:37 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,11,4,,2724,5003,,"[{'text': 'TheDailyWrapUp', 'indices': [127, 142]}, {'text': 'COVID19', 'indices': [143, 151]}, {'text': 'Vaccines', 'indices': [152, 161]}, {'text': 'Masks', 'indices': [162, 168]}, {'text': 'Israel', 'indices': [169, 176]}, {'text': 'Lockdown', 'indices': [177, 186]}, {'text': 'mRNA', 'indices': [187, 192]}, {'text': 'VAERS', 'indices': [193, 199]}]",,"Alingsås, Sweden"
Fri Jun 18 18:14:44 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,2,1,,1082,405,,"[{'text': 'COVID19', 'indices': [189, 197]}, {'text': 'WorldRefugeeDay', 'indices': [250, 266]}]",,Eswatini 🇸🇿
Fri Jun 18 18:14:47 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,34,24,,959870,763,,"[{'text': 'COVID19', 'indices': [118, 126]}]",,Canada
Fri Jun 18 18:15:05 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,805,551,,875,4305,,"[{'text': 'Covid19', 'indices': [65, 73]}]",,"Michigan, USA"
Fri Jun 18 18:15:07 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,3,1,,908,1186,,[],,
Fri Jun 18 18:15:15 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,184,38,,11193,182,,"[{'text': 'COVID19', 'indices': [38, 46]}]",,"Chicago, USA"
Fri Jun 18 18:15:25 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,19,13,,1920,2344,,"[{'text': 'COVID19', 'indices': [0, 8]}, {'text': 'Red4Research', 'indices': [57, 70]}, {'text': 'research', 'indices': [101, 110]}, {'text': 'diagnostics', 'indices': [172, 184]}, {'text': 'treatments', 'indices': [186, 197]}, {'text': 'COVID19', 'indices': [216, 224]}]",,"Edinburgh, UK"
Fri Jun 18 18:15:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,5,2,,589,1264,,[],,UK
Fri Jun 18 18:15:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,555,619,,95,238,,[],,"Mississauga, Ontario"
Fri Jun 18 18:15:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,705,229,,325,607,,"[{'text': 'WeCanDoThis', 'indices': [27, 39]}, {'text': 'COVID19', 'indices': [104, 112]}]",,
Fri Jun 18 18:15:48 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,17,14,,3339,2502,,,,SOUTH AFRICA
Fri Jun 18 18:15:50 +0000 2021,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",,,,en,184,39,,307,118,,"[{'text': 'COVID19', 'indices': [38, 46]}]",,"York, England"
Fri Jun 18 18:15:55 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,14,23,,45,233,,"[{'text': 'COVID19', 'indices': [161, 169]}]",,United States
Fri Jun 18 18:15:59 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,6,1,,117,293,,"[{'text': 'Chicago', 'indices': [74, 82]}, {'text': 'Covid19', 'indices': [175, 183]}]",,
Fri Jun 18 18:16:09 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,237,111,,23,199,,[],,Bristol
Fri Jun 18 18:16:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,555,619,,83,60,,[],,
Fri Jun 18 18:16:15 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,13,11,,301,139,,"[{'text': 'COVID19', 'indices': [178, 186]}]",,Santiago de Chile
Fri Jun 18 18:16:16 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,37,25,,72,131,,"[{'text': 'COVID19', 'indices': [118, 126]}]",,
Fri Jun 18 18:16:20 +0000 2021,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",,,,en,37,26,,1585,843,,"[{'text': 'COVID19', 'indices': [118, 126]}]",,"Hyattsville, MD"
Fri Jun 18 18:16:21 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,239,112,,2045,1932,,[],,Earth
Fri Jun 18 18:16:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,,,,518,2947,,,,Planet Earth
Fri Jun 18 18:16:29 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,60,18,,129,2220,,"[{'text': 'COVID19', 'indices': [253, 261]}, {'text': 'ThisIsIsrael', 'indices': [264, 277]}]",,
Fri Jun 18 18:16:31 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,27,11,,39,49,,"[{'text': 'COVID19', 'indices': [15, 23]}]",,
Fri Jun 18 18:16:32 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,412,171,,273,1478,,"[{'text': 'COVID19', 'indices': [49, 57]}]",,"Leipzig, Germany"
Fri Jun 18 18:16:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,160,51,,4220,1004,,"[{'text': 'China', 'indices': [0, 6]}, {'text': 'COVID19', 'indices': [35, 43]}]",,"Gurgaon, India"
Fri Jun 18 18:16:35 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,240,113,,44,40,,[],,Canterbury
Fri Jun 18 18:16:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 588,29,
Dose2 Capacity: 0,84,
Dates Available: 19-06-2021
#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",-0.175,0.7,en,,,,88,0,,,,
Fri Jun 18 18:16:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 1151,1,
Dose2 Capacity: 0,19,
Dates Available: 19-06-2021
#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",-0.175,0.7,en,,,,88,0,,,,
Fri Jun 18 18:16:42 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,3,2,,80,123,,"[{'text': 'COVID19', 'indices': [162, 170]}, {'text': 'Africa', 'indices': [183, 190]}]",,Uganda
Fri Jun 18 18:16:42 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,17,12,,509,2137,,[],,
Fri Jun 18 18:16:50 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,en,37,27,,234,320,,"[{'text': 'COVID19', 'indices': [118, 126]}]",,Platform 9¾
Fri Jun 18 18:17:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,2,2,,35,28,,"[{'text': 'Chinese', 'indices': [99, 107]}, {'text': 'takeUsBackToChina', 'indices': [108, 126]}, {'text': 'FireFauci', 'indices': [127, 137]}, {'text': 'Taiwan', 'indices': [138, 145]}, {'text': 'COVID19', 'indices': [146, 154]}, {'text': 'Covid19SA', 'indices': [155, 165]}, {'text': 'HongKong', 'indices': [166, 175]}, {'text': 'Covid_19', 'indices': [176, 185]}, {'text': 'COVID', 'indices': [186, 192]}, {'text': 'Xingping', 'indices': [193, 202]}, {'text': 'WuhanLabLeak', 'indices': [203, 216]}, {'text': 'PUBG', 'indices': [217, 222]}, {'text': 'EUROS2020', 'indices': [223, 233]}, {'text': 'Biden', 'indices': [234, 240]}, {'text': 'ChinaGlobalThreat', 'indices': [241, 259]}, {'text': 'Africa', 'indices': [260, 267]}, {'text': 'Kenya', 'indices': [268, 274]}]",,
Fri Jun 18 18:17:20 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,872,490,,569874,2008,,"[{'text': 'COVID19', 'indices': [80, 88]}]",,"Johannesburg, South Africa"
Fri Jun 18 18:17:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,55,29,,167,392,,[],,
Fri Jun 18 18:17:24 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,31,12,,588,2275,,"[{'text': 'COVID19', 'indices': [15, 23]}]",,"California, USA"
Fri Jun 18 18:17:24 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,872,491,,328,1049,,"[{'text': 'COVID19', 'indices': [80, 88]}]",,"Nairobi, Kenya"
Fri Jun 18 18:17:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,77,81,,152,1029,,"[{'text': 'COVID19', 'indices': [187, 195]}]",,
Fri Jun 18 18:17:39 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,51,29,,16127,17488,,"[{'text': 'COVID19', 'indices': [22, 30]}]",,"Kingston, Jamaica"
Fri Jun 18 18:17:39 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,8,3,,409,1725,,[],,
Fri Jun 18 18:17:41 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,en,39,28,,249,1283,,"[{'text': 'COVID19', 'indices': [118, 126]}]",,"Toronto, Ontario"
Fri Jun 18 18:17:41 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The #COVID19 #ThirdWave is having a devastating impact in #Africa. It is imperative for rich countries to support Africans with COVID vaccines, logistical &amp; other material support as a matter of urgency. 
We need #VaccineEquity to push back COVID-19!",-0.1875,0.53125,en,,,,109,144,,,,"Bulawayo, Zimbabwe"
Fri Jun 18 18:18:00 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,,,,13006,886,,,,"Gaza, Palestine"
Fri Jun 18 18:18:01 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,10,3,,7922,4651,,"[{'text': 'vaccines', 'indices': [174, 183]}, {'text': 'COVID19', 'indices': [227, 235]}]",,"Vancouver, BC"
Fri Jun 18 18:18:12 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@OligarchyNow @yochayz @MuhammadSmiry It will be expired by the time it could be administered, for Godsake. 

No one on their right mind will send an expiring vaccine.

https://t.co/xq06zKJ616",0.2857142857142857,0.5357142857142857,en,,,,24,26,,,,
Fri Jun 18 18:18:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,556,620,,176,299,,[],,
Fri Jun 18 18:18:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,243,114,,4170,5000,,[],,Liverpool
Fri Jun 18 18:18:30 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,18,13,,784,2192,,[],,Sri Lanka
Fri Jun 18 18:18:31 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,1,1,,98,978,,,,Your Mom's Bed
Fri Jun 18 18:18:36 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,,,,43,284,,,,"Carlisle, England"
Fri Jun 18 18:18:39 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,33,13,,79,614,,"[{'text': 'COVID19', 'indices': [15, 23]}]",,
Fri Jun 18 18:18:39 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,1,2,,537,1112,,[],,
Fri Jun 18 18:18:41 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,9,7,,582,650,,[],,"Johannesburg, South Africa"
Fri Jun 18 18:18:42 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,873,492,,1286,254,,"[{'text': 'COVID19', 'indices': [80, 88]}]",,A Bordeaux Winery 
Fri Jun 18 18:18:50 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Register for 6/23 webinar that will review the state of #COVID19 in Brazil, India &amp; South Africa &amp; explore what lessons we can learn from previous global vaccination campaigns in vaccinating the world against COVID19: https://t.co/6UAqamnM1y @PublicHealth @APHAPHN @theNAMedicine",-0.08333333333333333,0.08333333333333333,en,,,,947,1714,,,,"Chicago, IL"
Fri Jun 18 18:18:51 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,219,94,,8,491,,"[{'text': 'OurNHSPeople', 'indices': [9, 22]}, {'text': 'COVID19', 'indices': [71, 79]}, {'text': 'vaccines', 'indices': [80, 89]}, {'text': 'fertility', 'indices': [102, 112]}]",,
Fri Jun 18 18:18:52 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,416,172,,1893,2785,,"[{'text': 'COVID19', 'indices': [49, 57]}]",,"Whitestone, NY"
Fri Jun 18 18:18:54 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,2,2,,1351,1398,,,,
Fri Jun 18 18:18:56 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,245,115,,290,766,,[],,Just clinging on to London
Fri Jun 18 18:18:57 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,2,3,,868,648,,,,Cape Town.
Fri Jun 18 18:18:59 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,17,13,,4035,4930,,"[{'text': 'COVID19', 'indices': [94, 102]}, {'text': 'vaccines', 'indices': [103, 112]}, {'text': 'rheum', 'indices': [141, 147]}]",,"Verona, NY"
Fri Jun 18 18:19:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,49,17,,1446,2873,,[],,Internet (Neuland)
Fri Jun 18 18:19:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,33,14,,28919,4587,,"[{'text': 'COVID19', 'indices': [15, 23]}]",,"Harris County, Texas"
Fri Jun 18 18:19:02 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,18,15,,855,728,,,,Pietermaritzburg
Fri Jun 18 18:19:03 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,2,4,,644,573,,,,"Karachi, Pakistan"
Fri Jun 18 18:19:07 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,en,2,5,,138849,2688,,,,Houston/NYC
Fri Jun 18 18:19:16 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,3,6,,1334,1429,,,,
Fri Jun 18 18:19:30 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,en,,,,3711,4533,,,,"Fresno, CA"
Fri Jun 18 18:19:42 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,13,4,,1642,2950,,[],,Earth
Fri Jun 18 18:19:45 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,en,14,11,,5743,2496,,"[{'text': 'covid19', 'indices': [77, 85]}]",,"Space, the Final Frontier"
